Date,Open,High,Low,Close,Volume
2021-10-22,1551.2,1574.87,1537.37,1549.92,1601267
2021-10-25,1578.19,1572.15,1532.75,1563.71,2555845
2021-10-26,1586.02,1617.3,1574.0,1591.05,918829
2021-10-27,1618.75,1630.56,1613.29,1614.47,3135466
2021-10-28,1644.9,1633.32,1615.12,1630.81,3938780
2021-10-29,1610.69,1625.5,1613.13,1623.6,4615345
2021-11-01,1657.05,1653.67,1620.08,1642.69,2046933
2021-11-02,1630.34,1649.74,1616.9,1624.24,825329
2021-11-03,1604.98,1641.88,1611.62,1618.97,3456151
2021-11-04,1601.31,1633.07,1592.32,1607.71,1727222
2021-11-05,1616.86,1626.82,1609.39,1610.16,3867851
2021-11-08,1653.12,1682.23,1638.39,1667.55,2043812
2021-11-09,1624.65,1626.76,1590.09,1621.98,1365256
2021-11-10,1634.2,1650.01,1631.71,1639.25,500917
2021-11-11,1604.43,1614.45,1594.39,1600.56,4973447
2021-11-12,1575.3,1592.56,1561.77,1589.74,762091
2021-11-15,1628.42,1623.54,1592.67,1616.41,903157
2021-11-16,1633.78,1637.81,1586.65,1618.45,749265
2021-11-17,1607.92,1616.42,1570.47,1592.98,1884822
2021-11-18,1584.32,1607.93,1569.3,1576.45,2307402
2021-11-19,1581.29,1622.81,1577.72,1593.08,2449902
2021-11-22,1584.33,1596.45,1555.64,1576.19,1635371
2021-11-23,1566.75,1595.12,1561.91,1581.79,828821
2021-11-24,1568.22,1603.5,1551.73,1583.35,1159987
2021-11-25,1562.89,1593.06,1546.46,1568.42,743877
2021-11-26,1619.8,1624.0,1608.71,1620.17,3845026
2021-11-29,1644.99,1649.55,1635.3,1636.14,2047419
2021-11-30,1593.48,1614.33,1582.8,1587.66,1420759
2021-12-01,1590.86,1604.81,1561.48,1592.58,2261369
2021-12-02,1570.18,1595.36,1574.12,1577.32,3748140
2021-12-03,1613.99,1616.89,1591.17,1598.1,2713697
2021-12-06,1577.36,1585.52,1572.75,1579.69,1967172
2021-12-07,1575.92,1588.88,1560.35,1577.45,2358997
2021-12-08,1579.22,1600.56,1570.78,1589.92,1918826
2021-12-09,1620.68,1612.02,1588.72,1611.18,4980967
2021-12-10,1589.04,1583.68,1553.33,1582.91,1929290
2021-12-13,1566.66,1601.67,1551.14,1575.46,2620711
2021-12-14,1551.67,1573.29,1541.16,1564.74,1021244
2021-12-15,1555.55,1566.01,1533.96,1549.95,1899769
2021-12-16,1596.94,1601.53,1583.98,1592.02,2995389
2021-12-17,1594.93,1632.34,1585.34,1602.2,988051
2021-12-20,1586.84,1580.82,1543.03,1572.66,1325782
2021-12-21,1583.81,1608.65,1593.59,1594.94,939439
2021-12-22,1644.79,1675.77,1645.13,1647.02,4117597
2021-12-23,1688.08,1701.4,1666.04,1673.23,1764134
2021-12-24,1633.38,1642.1,1635.73,1636.01,2394554
2021-12-27,1629.16,1650.74,1609.86,1624.66,1447272
2021-12-28,1652.94,1671.51,1655.1,1656.33,3631603
2021-12-29,1631.93,1655.16,1609.02,1639.33,4285961
2021-12-30,1666.76,1655.19,1629.84,1650.78,3619734
2021-12-31,1667.54,1673.26,1644.69,1670.57,1211943
2022-01-03,1660.99,1671.99,1621.49,1648.0,2737300
2022-01-04,1638.12,1663.37,1618.72,1647.02,4725389
2022-01-05,1560.33,1583.04,1557.48,1569.33,3121158
2022-01-06,1531.36,1568.41,1539.1,1545.86,3651478
2022-01-07,1545.15,1564.07,1527.49,1540.48,2938064
2022-01-10,1508.39,1517.18,1486.57,1512.37,4730207
2022-01-11,1561.62,1569.24,1544.46,1550.32,2498173
2022-01-12,1517.07,1521.99,1506.83,1517.88,4073258
2022-01-13,1522.46,1531.01,1489.88,1508.34,1990017
2022-01-14,1502.25,1531.62,1501.91,1511.76,3602641
2022-01-17,1556.65,1574.82,1522.39,1545.26,1369446
2022-01-18,1521.16,1514.88,1492.98,1512.79,1141593
2022-01-19,1548.21,1541.63,1537.33,1539.87,4151361
2022-01-20,1551.19,1549.26,1518.71,1540.57,1967130
2022-01-21,1526.44,1526.46,1502.41,1518.51,2034227
2022-01-24,1533.39,1537.09,1526.17,1529.53,2797905
2022-01-25,1523.25,1562.38,1525.6,1534.57,4726405
2022-01-26,1507.05,1528.86,1492.74,1521.27,4697079
2022-01-27,1536.14,1531.61,1497.34,1523.32,3087551
2022-01-28,1518.53,1538.01,1484.94,1515.0,4609070
2022-01-31,1527.03,1531.68,1506.82,1518.03,3898116
2022-02-01,1533.08,1557.47,1516.71,1533.65,3009907
2022-02-02,1559.02,1573.09,1543.84,1571.04,2306210
2022-02-03,1531.04,1557.64,1541.3,1542.6,4489284
2022-02-04,1599.14,1594.3,1578.24,1593.23,526616
2022-02-07,1545.56,1549.66,1524.25,1547.72,4642887
2022-02-08,1535.42,1572.67,1529.24,1544.67,1734215
2022-02-09,1558.57,1563.17,1548.84,1558.83,4338187
2022-02-10,1552.23,1582.55,1536.95,1565.88,4901207
2022-02-11,1554.33,1564.55,1529.28,1551.79,1538218
2022-02-14,1540.26,1558.16,1541.44,1547.41,852365
2022-02-15,1545.61,1564.12,1519.87,1536.47,2884775
2022-02-16,1517.63,1524.07,1509.6,1523.41,4609404
2022-02-17,1542.03,1563.9,1525.9,1543.41,861309
2022-02-18,1537.0,1582.07,1522.48,1552.16,4750167
2022-02-21,1523.43,1553.78,1510.93,1536.57,3818843
2022-02-22,1554.57,1587.11,1540.64,1557.92,2417577
2022-02-23,1564.95,1567.22,1540.82,1565.58,3092806
2022-02-24,1588.44,1598.55,1555.15,1585.27,2051899
2022-02-25,1594.12,1609.12,1595.78,1600.79,1277635
2022-02-28,1587.65,1604.6,1580.89,1581.48,1213340
2022-03-01,1580.02,1599.51,1562.23,1568.72,778495
2022-03-02,1595.76,1595.02,1582.24,1586.88,3780931
2022-03-03,1587.2,1622.91,1577.66,1601.95,1331257
2022-03-04,1601.31,1608.28,1600.67,1601.93,2346357
2022-03-07,1592.56,1623.39,1579.46,1605.24,2379262
2022-03-08,1628.35,1651.98,1635.2,1636.79,4143327
2022-03-09,1638.61,1654.36,1622.64,1622.81,1823173
2022-03-10,1624.98,1656.6,1627.24,1636.68,2222199
2022-03-11,1632.17,1643.62,1631.59,1632.21,3199134
2022-03-14,1631.23,1631.09,1613.37,1627.38,3530486
2022-03-15,1661.62,1659.93,1630.41,1654.92,4480053
2022-03-16,1678.04,1683.59,1657.17,1676.04,1200033
2022-03-17,1680.48,1705.64,1683.32,1697.12,4401403
2022-03-18,1725.2,1760.66,1699.12,1731.21,634445
2022-03-21,1732.88,1751.71,1719.19,1732.27,2345700
2022-03-22,1736.18,1768.94,1749.95,1750.61,3166981
2022-03-23,1737.79,1747.0,1714.77,1743.0,4320671
2022-03-24,1735.66,1782.16,1744.75,1752.02,4587138
2022-03-25,1734.39,1774.42,1745.91,1749.13,1371535
2022-03-28,1748.59,1754.57,1750.23,1752.2,2283611
2022-03-29,1755.46,1793.49,1767.04,1768.45,2242166
2022-03-30,1749.76,1766.4,1730.68,1747.4,1535408
2022-03-31,1810.48,1806.6,1802.83,1803.65,1961312
2022-04-01,1787.85,1793.46,1768.54,1777.17,3075606
2022-04-04,1735.15,1762.54,1716.35,1745.62,996440
2022-04-05,1764.92,1782.63,1758.15,1776.74,1971926
2022-04-06,1784.29,1832.53,1788.38,1798.51,1952137
2022-04-07,1820.93,1846.84,1788.63,1815.97,3373524
2022-04-08,1841.28,1858.25,1820.53,1833.71,3242455
2022-04-11,1816.75,1850.89,1821.7,1833.93,2769409
2022-04-12,1825.74,1824.86,1779.64,1809.95,2203820
2022-04-13,1796.32,1836.16,1796.79,1812.56,795599
2022-04-14,1796.26,1814.36,1786.58,1794.78,2057009
2022-04-15,1829.39,1824.04,1803.51,1821.77,1097904
2022-04-18,1831.79,1836.94,1782.37,1818.3,4257454
2022-04-19,1804.15,1825.43,1760.86,1796.46,616841
2022-04-20,1799.15,1804.79,1765.36,1788.36,669934
2022-04-21,1794.23,1801.88,1797.35,1800.01,4422750
2022-04-22,1796.63,1813.47,1757.85,1785.39,1635270
2022-04-25,1749.22,1771.13,1751.13,1764.03,737068
2022-04-26,1785.01,1780.19,1743.48,1771.03,4139688
2022-04-27,1779.77,1783.94,1753.96,1778.08,4649287
2022-04-28,1776.34,1776.8,1759.78,1765.14,2104243
2022-04-29,1751.57,1779.78,1743.73,1753.24,1351161
2022-05-02,1764.93,1778.16,1728.04,1759.88,1205356
2022-05-03,1723.49,1729.64,1702.9,1722.58,2138846
2022-05-04,1694.91,1716.72,1654.34,1687.1,4730987
2022-05-05,1655.55,1698.89,1652.19,1669.52,3759819
2022-05-06,1650.04,1693.66,1653.44,1664.68,1959410
2022-05-09,1664.5,1680.95,1643.47,1672.96,824934
2022-05-10,1699.26,1726.35,1686.58,1710.91,2302466
2022-05-11,1746.47,1767.73,1712.7,1733.58,4321615
2022-05-12,1720.24,1756.66,1727.17,1729.95,2882865
2022-05-13,1746.44,1730.92,1729.75,1729.98,1297583
2022-05-16,1699.11,1706.89,1672.11,1704.67,964310
2022-05-17,1693.86,1720.52,1696.55,1704.7,4214755
2022-05-18,1707.69,1728.72,1676.52,1697.85,1057242
2022-05-19,1712.02,1724.99,1685.86,1706.6,3627640
2022-05-20,1686.0,1702.85,1677.77,1686.06,1268223
2022-05-23,1701.64,1703.35,1696.99,1699.76,4803677
2022-05-24,1747.44,1762.66,1738.1,1739.81,4598535
2022-05-25,1728.05,1766.06,1722.8,1737.49,1672304
2022-05-26,1765.88,1761.82,1726.04,1748.52,2143909
2022-05-27,1784.02,1794.65,1759.73,1767.24,2499117
2022-05-30,1762.45,1791.06,1730.85,1757.17,1419134
2022-05-31,1753.01,1770.8,1748.23,1763.61,2355797
2022-06-01,1770.84,1782.95,1741.84,1764.48,3429735
2022-06-02,1752.47,1777.74,1755.45,1767.59,1011162
2022-06-03,1731.33,1775.45,1721.19,1747.74,3070725
2022-06-06,1740.43,1769.11,1720.63,1748.91,3911134
2022-06-07,1761.23,1784.92,1759.67,1762.55,2926277
2022-06-08,1815.15,1830.63,1769.51,1801.88,3700450
2022-06-09,1836.85,1843.02,1810.47,1828.54,2779042
2022-06-10,1898.3,1923.7,1859.69,1889.13,1817621
2022-06-13,1865.29,1887.98,1832.16,1868.07,4137967
2022-06-14,1887.41,1899.22,1856.74,1893.24,2867893
2022-06-15,1894.12,1925.45,1867.69,1899.02,1940351
2022-06-16,1982.18,1994.17,1957.8,1963.03,2398917
2022-06-17,1922.11,1952.24,1912.11,1939.95,1239574
2022-06-20,1930.31,1949.09,1914.34,1916.24,4571495
2022-06-21,1902.65,1934.09,1883.76,1899.66,825437
2022-06-22,1838.39,1850.84,1819.91,1840.65,2316760
2022-06-23,1834.97,1862.67,1811.4,1826.74,2591013
2022-06-24,1806.12,1811.68,1789.14,1806.6,4130623
2022-06-27,1824.75,1818.54,1802.48,1811.22,4181890
2022-06-28,1835.66,1827.78,1794.94,1821.07,1372834
2022-06-29,1870.68,1907.11,1849.37,1873.61,1119696
2022-06-30,1892.6,1925.97,1897.06,1901.09,4572250
2022-07-01,1888.75,1891.01,1883.25,1885.27,4612732
2022-07-04,1875.93,1876.98,1856.59,1860.59,4814366
2022-07-05,1864.09,1898.01,1853.17,1874.94,1532499
2022-07-06,1843.24,1841.79,1830.64,1838.72,4320888
2022-07-07,1895.47,1923.86,1870.7,1890.5,3476030
2022-07-08,1933.79,1955.76,1905.48,1924.82,2831348
2022-07-11,1897.81,1931.22,1881.49,1911.9,4901913
2022-07-12,1872.0,1900.0,1848.71,1863.95,2512755
2022-07-13,1918.33,1918.66,1871.79,1902.76,4977310
2022-07-14,1887.9,1937.47,1874.67,1900.07,3306284
2022-07-15,1926.1,1962.13,1930.65,1936.26,2350924
2022-07-18,1908.9,1915.07,1861.08,1891.07,3386569
2022-07-19,1862.74,1880.92,1839.87,1874.7,3850448
2022-07-20,1888.7,1908.49,1840.49,1875.41,2114099
2022-07-21,1877.01,1893.35,1875.08,1877.3,1641452
2022-07-22,1855.8,1871.28,1846.84,1865.23,1730796
2022-07-25,1897.26,1883.77,1861.05,1883.3,613936
2022-07-26,1851.91,1874.7,1846.93,1853.94,4710583
2022-07-27,1851.09,1870.06,1844.46,1850.54,3749479
2022-07-28,1849.21,1881.11,1829.66,1854.43,4012305
2022-07-29,1872.84,1902.64,1857.91,1869.36,4780428
2022-08-01,1877.27,1892.99,1881.34,1889.99,2412493
2022-08-02,1854.88,1886.13,1846.09,1858.93,2933351
2022-08-03,1834.25,1824.0,1786.36,1817.19,2689063
2022-08-04,1843.94,1884.7,1848.3,1852.9,3482202
2022-08-05,1868.56,1893.23,1845.55,1862.72,3319182
2022-08-08,1836.04,1862.41,1816.04,1842.48,1493978
2022-08-09,1896.74,1913.22,1864.73,1886.42,947244
2022-08-10,1876.31,1902.14,1853.88,1890.26,2973188
2022-08-11,1942.65,1942.71,1891.0,1924.57,4932027
2022-08-12,1925.32,1958.77,1918.06,1927.1,3979000
2022-08-15,1977.69,2006.45,1948.43,1988.19,1338927
2022-08-16,2024.43,2056.46,2018.02,2041.85,582806
2022-08-17,2021.41,2054.96,2015.42,2034.85,4525345
2022-08-18,2066.16,2099.55,2026.29,2065.34,3329045
2022-08-19,2079.26,2100.05,2084.94,2086.06,1778673
2022-08-22,2143.98,2137.37,2097.0,2129.97,4615741
2022-08-23,2097.09,2129.89,2070.77,2099.99,3957521
2022-08-24,2111.68,2157.41,2092.8,2122.35,3877932
2022-08-25,2162.01,2161.3,2123.76,2156.96,2954698
2022-08-26,2110.12,2111.51,2059.46,2101.43,2779023
2022-08-29,2051.33,2070.94,2053.9,2065.08,2938710
2022-08-30,1990.15,2017.41,2002.14,2003.47,998512
2022-08-31,1977.49,2013.97,1965.02,1995.99,4000967
2022-09-01,2027.73,2048.42,2004.59,2018.19,1267442
2022-09-02,2071.57,2091.7,2054.15,2064.81,975278
2022-09-05,2066.68,2093.41,2061.46,2067.73,2430440
2022-09-06,2134.09,2134.44,2095.03,2119.5,879593
2022-09-07,2089.4,2111.65,2047.75,2076.7,994955
2022-09-08,2028.37,2044.0,1997.59,2024.91,2020180
2022-09-09,2038.74,2063.46,2012.2,2023.83,2126528
2022-09-12,2024.16,2061.96,2028.68,2036.14,3414611
2022-09-13,2019.95,2040.89,2002.43,2035.75,3287976
2022-09-14,1965.09,2000.88,1949.34,1974.18,1808014
2022-09-15,1954.66,1984.95,1968.26,1972.13,2747680
2022-09-16,1935.71,1961.05,1927.02,1934.5,3321839
2022-09-19,1971.69,1957.34,1954.03,1954.62,798783
2022-09-20,1947.87,1972.86,1956.32,1965.98,3876910
2022-09-21,1924.39,1972.23,1915.51,1939.04,4102571
2022-09-22,1922.89,1933.48,1908.97,1924.73,1637613
2022-09-23,1911.4,1926.68,1882.11,1894.96,4379928
2022-09-26,1886.79,1904.33,1858.85,1893.75,4355288
2022-09-27,1921.93,1946.36,1904.14,1921.65,2615226
